mapping, replan, sfc, mpc, df, 
0, 0.000648, 0.0115, 3.67583, 0.007074, 
4.7133, 0.000222, 0.005908, 4.3378, 0.006574, 
0, 0.000167, 0.005537, 3.60243, 0.010592, 
0, 0.000241, 0.005852, 3.47726, 0.006778, 
0, 0.000186, 0.005482, 6.69637, 0.007186, 
0, 0.000685, 0.015037, 5.42337, 0.005408, 
0, 0.000259, 0.005963, 3.67076, 0.006537, 
0, 0.000481, 0.006296, 3.85519, 0.007611, 
0, 0.000334, 0.005778, 3.56182, 0.007445, 
0, 0.00037, 0.005185, 8.97318, 0.013018, 
8.37417, 0.00037, 0.00687, 4.29907, 0.007185, 
0, 0.000222, 0.006185, 8.074, 0.007777, 
0, 0.000241, 0.005982, 7.64211, 0.006445, 
0, 0.000222, 0.005352, 3.6768, 0.006463, 
0, 0.000204, 0.006037, 5.38778, 0.0165, 
0, 0.000463, 0.009741, 4.68582, 0.007444, 
0, 0.000222, 0.006074, 4.16774, 0.008352, 
0, 0.000352, 0.008408, 4.08989, 0.006722, 
0, 0.000612, 0.007889, 6.68748, 0.007926, 
7.64796, 0.000259, 0.006037, 3.35319, 0.006093, 
0, 0.000278, 0.011908, 3.38167, 0.006741, 
0, 0.000203, 0.005833, 3.51622, 0.006759, 
0, 0.000278, 0.039093, 3.4445, 0.024741, 
0, 0.000222, 0.005685, 3.30813, 0.0065, 
0, 0.000278, 0.007481, 4.06924, 0.006241, 
0, 0.000203, 0.006389, 3.37541, 0.006981, 
0, 0.000204, 0.006149, 10.1446, 0.007129, 
0, 0.000223, 0.005741, 4.67391, 0.007852, 
0, 0.000278, 0.005593, 5.63104, 0.006426, 
0, 0.000204, 0.006333, 4.79396, 0.027963, 
11.491, 0.000481, 0.007667, 3.12178, 0.006611, 
0, 0.000186, 0.005722, 2.26902, 0.006982, 
0, 0.000204, 0.005574, 2.74628, 0.007166, 
0, 0.000185, 0.006297, 2.15663, 0.006945, 
0, 0.000223, 0.006648, 2.4018, 0.007537, 
0, 0.000408, 0.013463, 3.19583, 0.007592, 
0, 0.000186, 0.00587, 2.17022, 0.007908, 
0, 0.000259, 0.00626, 2.60039, 0.006408, 
0, 0.000223, 0.006222, 2.7933, 0.021222, 
5.08644, 0.000444, 0.005278, 2.50331, 0.0065, 
0, 0.000296, 0.005796, 2.91331, 0.006445, 
0, 0.000204, 0.0055, 2.34309, 0.006667, 
0, 0.000185, 0.005333, 2.83396, 0.006334, 
0, 0.000481, 0.005278, 2.70637, 0.006296, 
0, 0.000518, 0.013093, 4.39652, 0.023611, 
0, 0.000222, 0.005926, 2.4778, 0.007833, 
0, 0.000425, 0.005982, 3.03902, 0.006778, 
0, 0.000204, 0.006759, 2.40496, 0.006833, 
0, 0.000259, 0.009908, 4.32404, 0.008, 
6.85293, 0.000204, 0.005444, 2.78594, 0.006889, 
0, 0.000241, 0.005593, 2.79698, 0.006296, 
0, 0.000204, 0.005463, 2.61652, 0.006407, 
0, 0.000241, 0.005741, 2.56972, 0.006889, 
0, 0.000185, 0.005445, 2.31107, 0.006259, 
0, 0.000223, 0.005852, 2.90054, 0.007093, 
0, 0.000259, 0.006222, 2.53293, 0.007426, 
0, 0.00024, 0.00513, 2.59352, 0.006741, 
0, 0.000222, 0.005944, 2.6865, 0.006722, 
5.77644, 0.000204, 0.006519, 4.86233, 0.007056, 
0, 0.000204, 0.005667, 4.50976, 0.007333, 
0, 0.000241, 0.006037, 4.16737, 0.006371, 
0, 0.000185, 0.005741, 4.56339, 0.005944, 
0, 0.000241, 0.005926, 4.86439, 0.005889, 
0, 0.000185, 0.005296, 4.78757, 0.005759, 
0, 0.000204, 0.005759, 4.78567, 0.009778, 
0, 0.000351, 0.005704, 4.81854, 0.006648, 
0, 0.00024, 0.00587, 4.03567, 0.006444, 
0, 0.000241, 0.005797, 4.89926, 0.006462, 
4.7542, 0.000389, 0.014444, 3.19115, 0.009371, 
0, 0.000203, 0.005685, 2.40687, 0.005778, 
0, 0.00024, 0.005611, 2.52589, 0.00613, 
0, 0.000296, 0.005389, 2.51096, 0.005981, 
0, 0.000222, 0.00537, 2.36241, 0.006834, 
0, 0.000241, 0.005222, 2.56383, 0.006389, 
0, 0.000204, 0.006278, 2.66359, 0.021945, 
0, 0.000222, 0.010407, 2.72954, 0.007018, 
0, 0.000241, 0.006185, 2.62055, 0.006833, 
0, 0.00024, 0.005408, 2.42758, 0.007056, 
0, 0.000204, 0.006278, 3.3843, 0.007277, 
6.25411, 0.000222, 0.005092, 2.72469, 0.005852, 
0, 0.000204, 0.005593, 2.67457, 0.00663, 
0, 0.000241, 0.005315, 2.58, 0.006333, 
0, 0.000204, 0.005296, 2.4658, 0.006148, 
0, 0.000203, 0.0055, 2.56395, 0.006203, 
0, 0.000259, 0.005963, 9.44094, 0.006815, 
0, 0.000481, 0.014111, 4.54698, 0.007537, 
0, 0.000315, 0.008722, 3.23483, 0.007093, 
0, 0.000203, 0.00624, 4.5105, 0.007185, 
0, 0.000278, 0.006315, 5.29298, 0.006463, 
0, 0.000278, 0.007241, 7.42196, 0.006612, 
7.0285, 0.00037, 0.006352, 3.65044, 0.006704, 
0, 0.000259, 0.005463, 3.46426, 0.006777, 
0, 0.000222, 0.005223, 3.10981, 0.006185, 
0, 0.000204, 0.005018, 3.44663, 0.006426, 
0, 0.000629, 0.012537, 3.49022, 0.016704, 
0, 0.000333, 0.006426, 3.72985, 0.009074, 
0, 0.00026, 0.005852, 3.83815, 0.007222, 
0, 0.000204, 0.005907, 3.8018, 0.005629, 
0, 0.000222, 0.005259, 2.54665, 0.006055, 
6.42732, 0.000241, 0.005334, 2.24022, 0.006593, 
0, 0.00024, 0.005444, 2.32002, 0.006593, 
0, 0.000222, 0.005592, 2.24685, 0.006129, 
0, 0.000223, 0.005278, 2.24506, 0.006018, 
0, 0.000185, 0.00537, 2.17483, 0.006241, 
0, 0.00026, 0.005963, 3.33119, 0.010907, 
0, 0.000408, 0.012778, 4.0168, 0.005963, 
0, 0.000222, 0.006408, 2.43102, 0.006648, 
0, 0.000241, 0.006, 7.10485, 0.008148, 
0, 0.00037, 0.007796, 2.40972, 0.00937, 
0, 0.000204, 0.005574, 8.80498, 0.007352, 
0, 0.000333, 0.006426, 2.83748, 0.006889, 
6.88622, 0.000203, 0.005241, 2.647, 0.005981, 
0, 0.000223, 0.005481, 2.42026, 0.007315, 
0, 0.000185, 0.005723, 2.64917, 0.00637, 
0, 0.00026, 0.007148, 5.1953, 0.011092, 
0, 0.000203, 0.006278, 3.15545, 0.006814, 
0, 0.000296, 0.005333, 3.11645, 0.006167, 
0, 0.000222, 0.005537, 2.60526, 0.007778, 
0, 0.000296, 0.006555, 3.14796, 0.018852, 
6.04107, 0.000314, 0.00687, 2.32094, 0.008704, 
0, 0.000296, 0.007388, 2.8553, 0.006889, 
0, 0.000278, 0.005352, 2.26393, 0.007019, 
0, 0.000519, 0.006537, 2.71511, 0.007537, 
0, 0.000333, 0.005259, 2.15876, 0.007722, 
0, 0.000297, 0.007704, 4.11359, 0.006723, 
0, 0.00026, 0.009204, 2.21398, 0.008611, 
0, 0.000352, 0.006925, 2.83885, 0.007982, 
0, 0.000222, 0.005667, 2.63695, 0.006611, 
0, 0.000278, 0.01313, 5.28856, 0.00576, 
0, 0.000186, 0.005241, 5.091, 0.00687, 
14.8458, 0.000222, 0.00487, 4.40424, 0.005908, 
0, 0.000203, 0.005407, 4.29522, 0.006259, 
0, 0.000222, 0.00537, 4.60291, 0.00687, 
0, 0.000259, 0.005241, 4.06256, 0.006482, 
0, 0.000463, 0.006611, 4.91637, 0.010666, 
0, 0.000203, 0.0055, 4.45957, 0.006518, 
0, 0.000315, 0.005537, 4.84763, 0.008167, 
0, 0.000186, 0.005778, 11.0079, 0.00726, 
0, 0.000426, 0.009019, 7.51752, 0.009851, 
0, 0.000315, 0.00587, 8.55137, 0.006426, 
0, 0.000222, 0.006926, 3.73902, 0.007833, 
8.93035, 0.000204, 0.006185, 3.12395, 0.006704, 
0, 0.000203, 0.006112, 3.57424, 0.005907, 
0, 0.000185, 0.005852, 2.44191, 0.006963, 
0, 0.00024, 0.007297, 3.7693, 0.007612, 
0, 0.000204, 0.005612, 2.7042, 0.006241, 
0, 0.000185, 0.007371, 3.16682, 0.009574, 
0, 0.000537, 0.006352, 2.61002, 0.007167, 
0, 0.000277, 0.006408, 11.8912, 0.011851, 
10.0876, 0.000611, 0.010982, 4.19256, 0.007037, 
0, 0.000203, 0.006278, 2.6903, 0.006426, 
0, 0.000259, 0.062815, 2.87215, 0.006908, 
0, 0.000222, 0.005852, 2.92839, 0.006963, 
0, 0.000203, 0.005537, 3.66424, 0.006315, 
0, 0.000574, 0.008351, 4.14115, 0.026148, 
0, 0.000315, 0.005833, 7.16011, 0.008129, 
0, 0.00037, 0.245686, 2.72417, 0.007796, 
0, 0.000222, 0.006185, 3.3285, 0.006389, 
0, 0.000315, 0.005833, 2.9217, 0.008852, 
0, 0.000222, 0.005389, 2.95844, 0.007741, 
7.98859, 0.000444, 0.005963, 2.9632, 0.006796, 
0, 0.000204, 0.006408, 2.42744, 0.006259, 
0, 0.000222, 0.005815, 2.68882, 0.006037, 
0, 0.000445, 0.005167, 2.66757, 0.006648, 
0, 0.000666, 0.012648, 4.63811, 0.020482, 
0, 0.000296, 0.006389, 7.88474, 0.010037, 
0, 0.000259, 0.005649, 3.75895, 0.008981, 
0, 0.000296, 0.005945, 4.41089, 0.009963, 
0, 0.000222, 0.006908, 3.62241, 0.007, 
0, 0.000259, 0.005926, 7.36283, 0.019444, 
7.30737, 0.000223, 0.005667, 6.69022, 0.006315, 
0, 0.000241, 0.005852, 8.27687, 0.005519, 
0, 0.000296, 0.005778, 5.31846, 0.00626, 
0, 0.000241, 0.0055, 4.57187, 0.006222, 
0, 0.000463, 0.011352, 5.2848, 0.02263, 
0, 0.000241, 0.006315, 4.15965, 0.006408, 
0, 0.00026, 0.005722, 4.70617, 0.006444, 
0, 0.000185, 0.005352, 4.55574, 0.008945, 
6.85122, 0.000241, 0.005686, 5.36959, 0.00637, 
0, 0.000278, 0.005223, 4.74407, 0.006759, 
0, 0.000259, 0.005277, 4.29, 0.006686, 
0, 0.000222, 0.005407, 4.30548, 0.006166, 
0, 0.000222, 0.005518, 4.509, 0.006611, 
0, 0.000296, 0.005259, 4.25502, 0.006222, 
0, 0.000704, 0.012963, 5.27304, 0.019426, 
0, 0.000277, 0.005889, 4.14159, 0.0065, 
0, 0.000241, 0.005889, 4.60952, 0.006815, 
0, 0.000241, 0.005907, 4.37365, 0.005741, 
0, 0.00024, 0.005722, 4.47089, 0.00737, 
8.88496, 0.000203, 0.005093, 4.53993, 0.006352, 
0, 0.000185, 0.005593, 4.28495, 0.006167, 
0, 0.000222, 0.00563, 4.09746, 0.006056, 
0, 0.000222, 0.005593, 4.23511, 0.006482, 
0, 0.000444, 0.005092, 4.35237, 0.0065, 
0, 0.000203, 0.007519, 5.25022, 0.023537, 
0, 0.000222, 0.005814, 4.74618, 0.006611, 
0, 0.000204, 0.005667, 4.87361, 0.006648, 
0, 0.000185, 0.006259, 5.28719, 0.015889, 
7.44256, 0.000259, 0.005296, 5.35774, 0.006037, 
0, 0.00024, 0.005426, 4.17596, 0.006574, 
0, 0.000241, 0.005926, 4.96609, 0.006777, 
0, 0.000185, 0.005352, 4.10878, 0.006759, 
0, 0.000278, 0.005778, 4.80422, 0.006166, 
0, 0.000222, 0.005204, 4.11852, 0.006185, 
0, 0.000222, 0.006704, 6.36065, 0.005574, 
0, 0.000241, 0.005611, 4.90761, 0.006371, 
0, 0.000241, 0.006222, 5.07487, 0.006556, 
0, 0.000241, 0.005315, 9.28591, 0.008222, 
6.99163, 0.00026, 0.005704, 5.42583, 0.00626, 
0, 0.000185, 0.005574, 5.19409, 0.006074, 
0, 0.000259, 0.005315, 4.84306, 0.006648, 
0, 0.000296, 0.005092, 4.68389, 0.006351, 
0, 0.000241, 0.005389, 7.48917, 0.006074, 
0, 0.000204, 0.005667, 4.78159, 0.007204, 
0, 0.000259, 0.006296, 6.38404, 0.007649, 
0, 0.000408, 0.006129, 4.45439, 0.006445, 
0, 0.000204, 0.005593, 5.04693, 0.007018, 
0, 0.000204, 0.006074, 12.8774, 0.010037, 
0, 0.000314, 0.007666, 6.84635, 0.399222, 
9.71041, 0.000204, 0.006796, 5.38502, 0.008018, 
0, 0.00024, 0.006611, 5.75254, 0.00626, 
0, 0.000296, 0.005592, 4.84117, 0.006223, 
0, 0.000166, 0.006814, 5.15976, 0.00624, 
0, 0.000222, 0.005648, 4.8468, 0.007815, 
0, 0.000574, 0.011388, 5.29455, 0.021278, 
0, 0.000259, 0.005944, 4.84169, 0.006334, 
0, 0.000204, 0.006111, 4.54489, 0.008055, 
0, 0.000223, 0.006407, 4.99443, 0.006852, 
0, 0.000204, 0.005037, 5.736, 0.006629, 
0, 0.000204, 0.005852, 6.29844, 0.011056, 
10.2546, 0.000519, 0.005944, 7.04678, 0.163574, 
0, 0.00026, 0.005519, 4.8295, 0.008426, 
0, 0.000259, 0.005426, 4.54141, 0.00663, 
0, 0.000204, 0.005371, 4.27845, 0.006278, 
0, 0.000185, 0.008018, 4.59665, 0.010203, 
0, 0.000241, 0.006185, 4.3713, 0.006962, 
0, 0.000241, 0.006055, 4.38378, 0.009278, 
0, 0.000203, 0.005556, 5.27865, 0.006019, 
0, 0.00063, 0.011778, 4.22837, 0.008074, 
5.82363, 0.000222, 0.005203, 2.68548, 0.006111, 
0, 0.000203, 0.005611, 3.12167, 0.005963, 
0, 0.000241, 0.005388, 2.64685, 0.006333, 
0, 0.000204, 0.005389, 2.60517, 0.006408, 
0, 0.000241, 0.005389, 2.33157, 0.0065, 
0, 0.001018, 0.011296, 3.046, 0.014463, 
0, 0.000352, 0.006629, 2.44082, 0.007555, 
0, 0.000315, 0.006685, 11.5493, 0.006093, 
0, 0.000334, 0.0055, 3.85315, 0.008815, 
5.02419, 0.000241, 0.005538, 6.31228, 0.006518, 
0, 0.000185, 0.004963, 4.21839, 0.006241, 
0, 0.000556, 0.005019, 3.16761, 0.006703, 
0, 0.000259, 0.005204, 3.84691, 0.006833, 
0, 0.000222, 0.005037, 3.16782, 0.007111, 
0, 0.000222, 0.005685, 3.55685, 0.008648, 
0, 0.000241, 0.006241, 3.49104, 0.007148, 
0, 0.000222, 0.006297, 3.64291, 0.006519, 
0, 0.000315, 0.005278, 3.22628, 0.006759, 
0, 0.000204, 0.005759, 3.70867, 0.005981, 
0, 0.00037, 0.006685, 3.06022, 0.006722, 
5.90517, 0.000259, 0.005278, 2.793, 0.007037, 
0, 0.000204, 0.005297, 2.6133, 0.006778, 
0, 0.016555, 0.006519, 3.87218, 0.0065, 
0, 0.000185, 0.005574, 2.9307, 0.006574, 
0, 0.000222, 0.005333, 2.49232, 0.006852, 
0, 0.000241, 0.007574, 3.12963, 0.007556, 
0, 0.000185, 0.005722, 2.672, 0.006685, 
0, 0.000389, 0.005408, 2.75604, 0.008278, 
0, 0.000204, 0.005426, 2.82741, 0.006926, 
0, 0.000297, 0.006945, 4.56007, 0.00626, 
6.95189, 0.000203, 0.005037, 3.30106, 0.006185, 
0, 0.000204, 0.0055, 3.59496, 0.0065, 
0, 0.000241, 0.005556, 3.46824, 0.006778, 
0, 0.000222, 0.00687, 3.87758, 0.007444, 
0, 0.000204, 0.005222, 3.78724, 0.0065, 
0, 0.000426, 0.006055, 5.13098, 0.021667, 
0, 0.000296, 0.006019, 4.25296, 0.020537, 
0, 0.000408, 0.006056, 4.5482, 0.006593, 
0, 0.000185, 0.005686, 6.17295, 0.007537, 
0, 0.000166, 0.005093, 9.5303, 0.006629, 
14.0882, 0.000278, 0.006167, 3.684, 0.00687, 
0, 0.000222, 0.005111, 2.85132, 0.006018, 
0, 0.000185, 0.004981, 2.51056, 0.006222, 
0, 0.000204, 0.00537, 2.66126, 0.005907, 
0, 0.000185, 0.004982, 2.3587, 0.007167, 
0, 0.000759, 0.012019, 3.48035, 0.020537, 
0, 0.000222, 0.005741, 2.94126, 0.006519, 
0, 0.000241, 0.006092, 2.84883, 0.007723, 
0, 0.00026, 0.0155, 2.5903, 0.016407, 
6.4595, 0.000278, 0.005148, 2.60344, 0.006778, 
0, 0.000241, 0.005204, 2.61678, 0.006167, 
0, 0.000259, 0.005388, 2.6682, 0.006129, 
0, 0.000185, 0.00513, 2.7573, 0.00626, 
0, 0.000241, 0.005315, 2.52687, 0.006407, 
0, 0.000222, 0.004926, 2.6017, 0.006185, 
0, 9.2e-05, 0.005611, 2.95072, 0.009889, 
0, 0.000222, 0.005945, 3.09765, 0.006037, 
0, 0.000222, 0.005685, 5.20745, 0.006278, 
0, 0.000204, 0.005203, 3.15883, 0.006333, 
0, 0.000333, 0.007186, 8.02087, 0.006981, 
5.69378, 0.000203, 0.004981, 2.24839, 0.006352, 
0, 0.000241, 0.005315, 2.56896, 0.005963, 
0, 0.000259, 0.005888, 2.09826, 0.00676, 
0, 0.000407, 0.00537, 2.78398, 0.007074, 
0, 0.000222, 0.012889, 2.09904, 0.006444, 
0, 0.000703, 0.010426, 3.34632, 0.014944, 
0, 0.000481, 0.005815, 2.18646, 0.006833, 
0, 0.000278, 0.006074, 2.43765, 0.007093, 
0, 0.000204, 0.005686, 2.17791, 0.006297, 
4.65146, 0.000407, 0.009092, 3.16219, 0.006481, 
0, 0.000222, 0.005945, 2.39685, 0.007, 
0, 0.000241, 0.005685, 2.9273, 0.006167, 
0, 0.000185, 0.00613, 2.42383, 0.007148, 
0, 0.000204, 0.005518, 2.65261, 0.006741, 
0, 0.00026, 0.005, 2.72876, 0.006537, 
0, 0.000278, 0.007648, 3.88076, 0.026, 
0, 0.000223, 0.006111, 3.3622, 0.007148, 
0, 0.000259, 0.006055, 3.06978, 0.006611, 
0, 0.000241, 0.00574, 3.26204, 0.007537, 
4.60433, 0.000259, 0.004685, 2.30924, 0.006407, 
0, 0.000204, 0.005519, 4.24667, 0.006426, 
0, 0.000204, 0.005296, 2.19085, 0.00674, 
0, 0.00024, 0.005129, 2.19772, 0.006185, 
0, 0.000407, 0.005518, 2.3058, 0.007315, 
0, 0.000241, 0.005185, 2.34274, 0.006, 
0, 0.00074, 0.008537, 3.69052, 0.012537, 
0, 0.000185, 0.005352, 2.61652, 0.006778, 
0, 0.000186, 0.005925, 2.17972, 0.007333, 
0, 0.000296, 0.005574, 2.31872, 0.006814, 
0, 0.000371, 0.006352, 3.91952, 0.006667, 
6.75854, 0.000185, 0.005185, 2.45333, 0.006852, 
0, 0.000241, 0.005888, 2.45646, 0.006833, 
0, 0.000241, 0.005334, 3.07802, 0.006352, 
0, 0.000333, 0.005796, 2.72407, 0.006278, 
0, 0.000222, 0.005, 2.5438, 0.005852, 
0, 0.000204, 0.005574, 2.6433, 0.00963, 
0, 0.00026, 0.005888, 2.41954, 0.006667, 
0, 0.000297, 0.005981, 2.4877, 0.006222, 
0, 0.000241, 0.005759, 3.01659, 0.008241, 
5.03857, 0.000444, 0.009241, 2.79163, 0.006351, 
0, 0.000204, 0.00513, 2.65006, 0.006814, 
0, 0.000222, 0.004981, 2.60831, 0.006, 
0, 0.000204, 0.005018, 2.52317, 0.006223, 
0, 0.000222, 0.005167, 2.5512, 0.006722, 
0, 0.000223, 0.005852, 2.74319, 0.007759, 
0, 0.000278, 0.006833, 3.01511, 0.021315, 
0, 0.000223, 0.005796, 2.41217, 0.006889, 
0, 0.000203, 0.005852, 2.43557, 0.005981, 
0, 0.000222, 0.005611, 3.17161, 0.007259, 
0, 0.000519, 0.012815, 2.75539, 0.023519, 
4.89161, 0.000185, 0.00563, 2.47117, 0.006945, 
0, 0.000222, 0.005537, 3.21296, 0.006167, 
0, 0.000223, 0.005703, 2.40117, 0.006907, 
0, 0.000204, 0.005018, 2.64006, 0.005944, 
0, 0.000186, 0.005333, 2.3847, 0.007314, 
0, 0.000593, 0.013185, 2.98641, 0.005982, 
0, 0.000222, 0.005982, 3.16606, 0.006833, 
0, 0.000204, 0.005815, 2.68594, 0.00626, 
0, 0.000185, 0.005482, 2.50235, 0.005981, 
0, 0.000352, 0.006481, 3.17391, 0.007741, 
5.99937, 0.000259, 0.005093, 2.34356, 0.006556, 
0, 0.000222, 0.005537, 2.41913, 0.005908, 
0, 0.000259, 0.006111, 2.6503, 0.007111, 
0, 0.000222, 0.005611, 2.602, 0.005963, 
0, 0.000241, 0.005407, 2.44478, 0.006981, 
0, 0.000222, 0.007093, 4.2398, 0.021204, 
0, 0.000204, 0.005723, 3.17735, 0.007666, 
0, 0.000204, 0.005982, 2.60206, 0.006408, 
0, 0.000241, 0.005741, 2.41726, 0.008, 
4.78585, 0.000277, 0.005611, 4.05811, 0.006611, 
0, 0.000334, 0.005037, 3.87094, 0.006389, 
0, 0.000222, 0.005186, 4.02654, 0.006371, 
0, 0.000481, 0.005444, 3.88267, 0.00663, 
0, 0.000278, 0.005203, 3.87774, 0.006408, 
0, 0.000259, 0.005388, 4.65772, 0.006056, 
0, 0.000592, 0.01163, 5.24841, 0.016833, 
0, 0.000222, 0.006074, 4.20048, 0.007574, 
0, 0.000185, 0.005314, 4.30983, 0.008167, 
0, 0.000204, 0.006055, 4.26909, 0.006166, 
0, 0.000593, 0.008481, 7.2268, 0.006092, 
5.62959, 0.000297, 0.004963, 4.60006, 0.007167, 
0, 0.000222, 0.005222, 3.87978, 0.006741, 
0, 0.000296, 0.005741, 3.94878, 0.006056, 
0, 0.000241, 0.005518, 4.31887, 0.006667, 
0, 0.000259, 0.00537, 4.06172, 0.006444, 
0, 0.00037, 0.005518, 4.3898, 0.011797, 
0, 0.000333, 0.00637, 4.68158, 0.005444, 
0, 0.000296, 0.005777, 5.58202, 0.006537, 
0, 0.000463, 0.006093, 4.55111, 0.006333, 
0, 0.000315, 0.005797, 4.14152, 0.007481, 
4.44732, 0.000259, 0.006185, 4.74307, 0.006315, 
0, 0.000185, 0.005333, 4.26543, 0.006426, 
0, 0.000241, 0.005445, 4.68919, 0.006352, 
0, 0.000222, 0.0055, 4.69222, 0.0065, 
0, 0.000185, 0.005019, 4.4373, 0.006278, 
0, 0.000519, 0.021796, 7.59502, 0.006519, 
0, 0.000352, 0.005314, 4.46041, 0.007, 
0, 0.000241, 0.005574, 4.18617, 0.008815, 
0, 0.000334, 0.005611, 8.96982, 0.008888, 
0, 0.000315, 0.00763, 14.6164, 0.065482, 
6.16989, 0.000426, 0.008185, 5.85902, 0.005963, 
0, 0.00024, 0.005555, 4.44776, 0.007759, 
0, 0.000259, 0.005315, 5.28928, 0.006537, 
0, 0.000259, 0.006129, 4.79513, 0.007611, 
0, 0.000203, 0.005556, 4.48183, 0.006167, 
0, 0.0005, 0.006871, 8.8947, 0.005722, 
0, 0.000259, 0.005333, 6.63694, 0.006277, 
0, 0.000259, 0.005574, 4.18574, 0.006648, 
0, 0.000186, 0.005833, 5.43843, 0.009815, 
5.6152, 0.000259, 0.005815, 3.3768, 0.006111, 
0, 0.000204, 0.006389, 3.08289, 0.00613, 
0, 0.000222, 0.005426, 3.02472, 0.006945, 
0, 0.000222, 0.005223, 5.38006, 0.007, 
0, 0.000241, 0.006093, 2.78315, 0.006445, 
0, 0.000223, 0.005537, 2.98996, 0.006444, 
0, 0.000777, 0.008648, 3.89017, 0.022371, 
0, 0.000314, 0.006667, 2.79489, 0.006815, 
0, 0.000185, 0.005167, 3.58656, 0.007167, 
0, 0.000259, 0.00563, 2.79226, 0.006408, 
0, 0.000222, 0.006889, 3.76915, 0.020444, 
5.83259, 0.000259, 0.00563, 2.54278, 0.006259, 
0, 0.000241, 0.005704, 2.59918, 0.005945, 
0, 0.000166, 0.005444, 2.43724, 0.006259, 
0, 0.000314, 0.006112, 2.67026, 0.007333, 
0, 0.000203, 0.005389, 2.43343, 0.006926, 
0, 0.000593, 0.014037, 6.11717, 0.006555, 
0, 0.000186, 0.005463, 2.49306, 0.00663, 
0, 0.00026, 0.005982, 2.62998, 0.008167, 
0, 0.000259, 0.006, 2.60004, 0.007685, 
4.82285, 0.00024, 0.006, 2.52394, 0.006352, 
0, 0.000259, 0.005778, 2.41589, 0.006389, 
0, 0.000204, 0.005426, 2.661, 0.006945, 
0, 0.000203, 0.005056, 2.94257, 0.006408, 
0, 0.000223, 0.005296, 2.32319, 0.006037, 
0, 0.000259, 0.005278, 2.58141, 0.006111, 
0, 0.000574, 0.014852, 2.7605, 0.012111, 
0, 0.000222, 0.006648, 2.78489, 0.008, 
0, 0.000426, 0.006222, 2.5067, 0.00687, 
0, 0.00026, 0.006018, 2.89061, 0.019092, 
0, 0.00037, 0.004981, 2.62957, 0.005944, 
8.22674, 0.000185, 0.005444, 2.41743, 0.007129, 
0, 0.000185, 0.006167, 2.80567, 0.006685, 
0, 0.000185, 0.005537, 2.82907, 0.006352, 
0, 0.000223, 0.005426, 3.1715, 0.007611, 
0, 0.000259, 0.005352, 2.40563, 0.006982, 
0, 0.000982, 0.013778, 5.12994, 0.008314, 
0, 0.000223, 0.00574, 2.6608, 0.006463, 
0, 0.000204, 0.006611, 2.62072, 0.006518, 
0, 0.000259, 0.006148, 2.40689, 0.006167, 
6.49532, 0.000574, 0.005722, 5.09165, 0.006555, 
0, 0.00024, 0.005407, 5.41959, 0.005908, 
0, 0.000277, 0.005481, 4.26694, 0.00713, 
0, 0.000241, 0.005334, 5.02374, 0.006148, 
0, 0.000222, 0.005481, 4.70748, 0.006074, 
0, 0.000352, 0.005426, 5.04054, 0.00637, 
0, 0.000314, 0.009037, 5.68007, 0.006, 
0, 0.000259, 0.005574, 4.68554, 0.006704, 
0, 0.000241, 0.006185, 4.9855, 0.006851, 
0, 0.000204, 0.005556, 6.41963, 0.005963, 
5.0993, 0.000334, 0.004796, 2.67213, 0.005963, 
0, 0.000241, 0.012723, 2.79878, 0.007278, 
0, 0.000482, 0.006018, 2.55706, 0.005889, 
0, 0.000223, 0.027296, 2.81906, 0.006389, 
0, 0.00037, 0.005371, 2.51433, 0.006518, 
0, 0.000278, 0.005722, 2.74144, 0.006296, 
0, 0.000296, 0.008389, 3.17685, 0.007482, 
0, 0.000204, 0.00563, 2.5858, 0.006352, 
0, 0.000259, 0.005518, 3.15204, 0.00626, 
0, 0.000241, 0.005352, 2.40755, 0.006315, 
4.74844, 0.000259, 0.006889, 4.18061, 0.006537, 
0, 0.000204, 0.005352, 4.13961, 0.006388, 
0, 0.000278, 0.005759, 4.44783, 0.006129, 
0, 0.000278, 0.005241, 3.86822, 0.00676, 
0, 0.000277, 0.005111, 3.98724, 0.006334, 
0, 0.000223, 0.005833, 4.45885, 0.006445, 
0, 0.000445, 0.014963, 5.05354, 0.01587, 
0, 0.000204, 0.005629, 4.50143, 0.007092, 
0, 0.00024, 0.010315, 5.33426, 0.007074, 
0, 0.000185, 0.005648, 7.10895, 0.030778, 
0, 0.000704, 0.007592, 4.89074, 0.006926, 
8.56594, 0.000482, 0.005019, 3.98796, 0.006166, 
0, 0.000259, 0.007278, 4.87228, 0.006666, 
0, 0.000222, 0.005482, 4.57474, 0.006352, 
0, 0.000241, 0.005444, 4.1863, 0.006277, 
0, 0.000185, 0.005685, 4.48513, 0.006111, 
0, 0.0005, 0.008833, 4.57254, 0.006741, 
0, 0.000186, 0.005186, 5.4753, 0.005944, 
0, 0.000296, 0.00624, 4.4443, 0.00763, 
0, 0.000204, 0.005482, 4.73583, 0.006592, 
0, 0.000296, 0.005537, 3.37244, 0.005944, 
8.7505, 0.000203, 0.005037, 3.50024, 0.007241, 
0, 0.000186, 0.005611, 3.46355, 0.006426, 
0, 0.000204, 0.005722, 3.74789, 0.006148, 
0, 0.000463, 0.0055, 3.81289, 0.006389, 
0, 0.000222, 0.005371, 3.38085, 0.006667, 
