mapping, replan, sfc, mpc, df, 
0, 0.000278, 0.004982, 2.39652, 0.005871, 
0, 0.000204, 0.005333, 2.39944, 0.015815, 
0, 0.000223, 0.006223, 2.48774, 0.005796, 
0, 0.000203, 0.005314, 2.3905, 0.006333, 
0, 0.000222, 0.005333, 2.61313, 0.006593, 
0, 0.000241, 0.005518, 2.35333, 0.007222, 
5.28198, 0.000204, 0.004797, 2.37102, 0.006278, 
0, 0.000241, 0.005315, 2.14994, 0.007111, 
0, 0.000278, 0.004982, 2.12352, 0.006055, 
0, 0.000204, 0.005148, 2.11998, 0.006444, 
0, 0.000259, 0.005241, 2.47915, 0.006333, 
0, 0.000204, 0.004926, 2.2907, 0.006556, 
0, 0.00063, 0.014426, 2.61657, 0.006481, 
0, 0.000278, 0.005111, 2.25393, 0.006722, 
0, 0.000204, 0.005166, 2.50226, 0.006889, 
5.76972, 0.000481, 0.011278, 4.69876, 0.007444, 
0, 0.000241, 0.005259, 3.85557, 0.008203, 
0, 0.000315, 0.005371, 3.42091, 0.0065, 
0, 0.000241, 0.005389, 3.87307, 0.006296, 
0, 0.000204, 0.004945, 3.35002, 0.006, 
0, 0.000241, 0.005167, 3.8992, 0.007278, 
0, 0.000222, 0.005278, 3.9565, 0.007574, 
0, 0.000222, 0.005389, 3.69428, 0.006982, 
0, 0.000223, 0.005389, 3.82478, 0.006334, 
0, 0.000426, 0.005296, 3.95139, 0.007222, 
0, 0.000611, 0.011241, 3.90233, 0.015889, 
4.7577, 0.000204, 0.005223, 3.55632, 0.006315, 
0, 0.000204, 0.005092, 3.94144, 0.006463, 
0, 0.000223, 0.00537, 3.49722, 0.006166, 
0, 0.000259, 0.005222, 3.83191, 0.006371, 
0, 0.000204, 0.005037, 3.61493, 0.006241, 
0, 0.000222, 0.004926, 3.85765, 0.009759, 
0, 0.000204, 0.005278, 3.9722, 0.027018, 
0, 0.000222, 0.005315, 3.39235, 0.007092, 
0, 0.000389, 0.005722, 4.06628, 0.014315, 
0, 0.000185, 0.005296, 2.80733, 0.007537, 
6.9145, 0.000204, 0.005537, 3.13918, 0.006945, 
0, 0.000204, 0.005129, 3.59863, 0.006574, 
0, 0.000222, 0.005629, 3.63878, 0.008963, 
0, 0.000185, 0.005278, 3.17205, 0.006241, 
0, 0.000167, 0.005111, 2.75226, 0.00676, 
0, 0.000185, 0.005685, 2.97646, 0.01137, 
0, 0.000223, 0.005537, 2.88778, 0.008315, 
0, 0.000259, 0.004796, 2.85085, 0.006703, 
0, 0.000223, 0.005223, 2.8638, 0.006148, 
0, 0.000722, 0.010722, 2.18109, 0.006741, 
4.895, 0.000222, 0.005093, 1.60795, 0.006278, 
0, 0.000203, 0.005259, 1.67806, 0.006111, 
0, 0.000297, 0.004925, 1.71424, 0.006796, 
0, 0.000223, 0.005, 1.64124, 0.006259, 
0, 0.000204, 0.005407, 1.79426, 0.006889, 
0, 0.000166, 0.012814, 1.72313, 0.024611, 
0, 0.000222, 0.005908, 1.64509, 0.006871, 
0, 0.000185, 0.005092, 1.65952, 0.006648, 
0, 0.000222, 0.00563, 1.76156, 0.006926, 
0, 0.000185, 0.004555, 1.79494, 0.019166, 
6.66983, 0.000204, 0.004926, 1.72048, 0.00613, 
0, 0.000185, 0.005481, 1.69328, 0.006519, 
0, 0.000222, 0.005278, 1.63922, 0.005926, 
0, 0.000185, 0.00513, 2.40537, 0.006333, 
0, 0.000223, 0.005315, 1.71891, 0.006833, 
0, 0.000223, 0.005444, 4.06315, 0.012537, 
0, 0.000408, 0.00663, 2.07911, 0.007389, 
0, 0.000222, 0.024982, 1.64091, 0.007019, 
0, 0.000204, 0.005667, 5.19989, 0.006222, 
0, 0.000204, 0.026314, 1.68111, 0.007611, 
0, 0.000223, 0.006092, 1.83652, 0.01087, 
5.54087, 0.000204, 0.004518, 1.66044, 0.006704, 
0, 0.000185, 0.005889, 1.69063, 0.006555, 
0, 0.000185, 0.005611, 1.60383, 0.006259, 
0, 0.000203, 0.005667, 1.7753, 0.006629, 
0, 0.000203, 0.00487, 1.62393, 0.01763, 
0, 0.000334, 0.005908, 4.72283, 0.006518, 
0, 0.000315, 0.005333, 1.74033, 0.007352, 
0, 0.000185, 0.005944, 1.66656, 0.007204, 
0, 0.000241, 0.005611, 1.74546, 0.006352, 
0, 0.000278, 0.005481, 4.24748, 0.007722, 
8.22559, 0.000186, 0.011667, 2.77122, 0.006204, 
0, 0.000204, 0.005537, 2.77885, 0.006093, 
0, 0.000444, 0.005037, 2.86685, 0.006259, 
0, 0.000185, 0.005556, 2.83555, 0.006537, 
0, 0.000204, 0.005426, 2.82641, 0.006907, 
0, 0.000222, 0.005815, 3.39674, 0.005889, 
0, 0.000241, 0.005667, 2.66239, 0.006611, 
0, 0.000296, 0.005945, 3.41502, 0.007296, 
0, 0.000352, 0.006018, 7.21867, 0.051093, 
6.34667, 0.000277, 0.006648, 3.92793, 0.039241, 
0, 0.000203, 0.005612, 5.24889, 0.006778, 
0, 0.000222, 0.005185, 4.00563, 0.006704, 
0, 0.000204, 0.005926, 4.22133, 0.009722, 
0, 0.000185, 0.005629, 3.65844, 0.006018, 
0, 0.000259, 0.005741, 3.84837, 0.011833, 
0, 0.000315, 0.005297, 5.71478, 0.006852, 
0, 0.00037, 0.006111, 4.40254, 0.006611, 
0, 0.00024, 0.007074, 4.24606, 0.006925, 
0, 0.000685, 0.010926, 9.27141, 0.017944, 
0, 0.000185, 0.005555, 1.87548, 0.019981, 
7.36804, 0.000203, 0.005593, 2.67656, 0.049685, 
0, 0.000222, 0.007167, 1.8007, 0.011445, 
0, 0.000203, 0.005852, 1.82665, 0.00587, 
0, 0.000259, 0.005722, 1.61461, 0.006722, 
0, 0.000204, 0.006037, 2.82646, 0.006834, 
0, 0.000222, 0.006037, 1.78098, 0.006278, 
0, 0.000185, 0.022388, 1.72307, 0.006203, 
0, 0.000204, 0.005407, 1.73582, 0.007148, 
0, 0.000222, 0.00463, 1.72441, 0.019574, 
7.34474, 0.000222, 0.005259, 1.53346, 0.006593, 
0, 0.000222, 0.005037, 1.75152, 0.00587, 
0, 0.000204, 0.005018, 1.54774, 0.006537, 
0, 0.000185, 0.005297, 1.62704, 0.005834, 
0, 0.000185, 0.005314, 1.64465, 0.006649, 
0, 0.000185, 0.005629, 1.67269, 0.018315, 
0, 0.000259, 0.005982, 1.67867, 0.007075, 
0, 0.000277, 0.005908, 1.61633, 0.006667, 
0, 0.000204, 0.005704, 1.65404, 0.007223, 
0, 0.000259, 0.005519, 2.08996, 0.010851, 
7.08231, 0.000185, 0.005333, 1.63293, 0.006703, 
0, 0.000223, 0.005629, 1.60448, 0.006185, 
0, 0.000259, 0.005648, 1.74043, 0.006518, 
0, 0.000204, 0.005333, 1.58528, 0.006166, 
0, 0.000204, 0.005277, 1.55609, 0.006389, 
0, 0.000278, 0.00537, 1.73839, 0.018907, 
0, 0.000315, 0.005629, 1.86937, 0.00737, 
0, 0.000277, 0.00537, 1.7917, 0.006926, 
0, 0.00026, 0.010592, 1.64193, 0.007333, 
5.26187, 0.000351, 0.007185, 1.68996, 0.006982, 
0, 0.000185, 0.005259, 1.59119, 0.006556, 
0, 0.000185, 0.005815, 1.95293, 0.006852, 
0, 0.000203, 0.005037, 1.73113, 0.00613, 
0, 0.000185, 0.005259, 1.68946, 0.006204, 
0, 0.000185, 0.005741, 1.65252, 0.006296, 
0, 0.000186, 0.006389, 1.85993, 0.007982, 
0, 0.000241, 0.006129, 1.75904, 0.006037, 
0, 0.000204, 0.023667, 1.87676, 0.0065, 
0, 0.000222, 0.005871, 1.75446, 0.006611, 
0, 0.000296, 0.006741, 1.96507, 0.007611, 
0, 0.000648, 0.006592, 3.26431, 0.006815, 
7.31763, 0.000203, 0.00513, 2.81313, 0.006111, 
0, 0.000203, 0.005537, 2.89415, 0.00637, 
0, 0.000203, 0.006018, 2.79307, 0.005778, 
0, 0.000222, 0.005351, 2.91804, 0.006704, 
0, 0.000222, 0.006019, 2.95426, 0.007296, 
0, 0.000223, 0.005852, 3.716, 0.009297, 
0, 0.000241, 0.006148, 2.85882, 0.006815, 
0, 0.000223, 0.00563, 2.72374, 0.007334, 
0, 0.001074, 0.011092, 3.08043, 0.006815, 
5.41972, 0.000278, 0.005074, 2.58313, 0.020666, 
0, 0.000204, 0.0055, 2.42024, 0.005981, 
0, 0.000241, 0.005093, 2.58161, 0.006759, 
0, 0.000222, 0.005278, 2.44209, 0.006019, 
0, 0.000407, 0.014759, 3.37361, 0.024352, 
0, 0.000203, 0.005444, 2.62889, 0.020426, 
0, 0.000241, 0.006037, 2.75276, 0.006593, 
0, 0.000223, 0.006685, 5.24696, 0.035352, 
0, 0.00037, 0.005833, 2.55648, 0.006278, 
0, 0.0005, 0.012388, 3.2583, 0.008352, 
5.44446, 0.000203, 0.005037, 2.43083, 0.00637, 
0, 0.000241, 0.005093, 2.41935, 0.006555, 
0, 0.000222, 0.005056, 3.09446, 0.006055, 
0, 0.000204, 0.005259, 2.62, 0.00624, 
0, 0.000204, 0.005334, 2.76537, 0.00626, 
0, 0.000222, 0.005389, 2.66135, 0.021, 
0, 0.000223, 0.005407, 2.54789, 0.005592, 
0, 0.00026, 0.005704, 2.86739, 0.00663, 
0, 0.00026, 0.006537, 2.9813, 0.006408, 
0, 0.000185, 0.005593, 3.50159, 0.006686, 
5.33672, 0.00024, 0.006778, 4.2035, 0.006833, 
0, 0.000204, 0.005444, 3.42743, 0.005982, 
0, 0.000185, 0.005704, 3.48702, 0.006148, 
0, 0.000222, 0.005407, 3.86283, 0.006408, 
0, 0.000223, 0.005277, 3.87532, 0.005722, 
0, 0.000204, 0.005111, 3.85607, 0.006685, 
0, 0.000352, 0.006519, 5.53248, 0.005186, 
0, 0.000185, 0.005722, 4.26741, 0.007185, 
0, 0.000222, 0.005907, 4.25711, 0.007314, 
0, 0.000222, 0.005778, 6.74278, 0.007722, 
5.8395, 0.000203, 0.005815, 2.38228, 0.00724, 
0, 0.000186, 0.005685, 2.60719, 0.005944, 
0, 0.000185, 0.005463, 2.55089, 0.006778, 
0, 0.000278, 0.00524, 2.60724, 0.005759, 
0, 0.000222, 0.004833, 2.58817, 0.006889, 
0, 0.000203, 0.005296, 2.46724, 0.008296, 
0, 0.000222, 0.006426, 2.55374, 0.006926, 
0, 0.000223, 0.005537, 2.46519, 0.008129, 
0, 0.000185, 0.005704, 2.9392, 0.007722, 
6.75744, 0.000556, 0.010018, 3.98232, 0.006241, 
0, 0.000185, 0.01074, 5.18472, 0.006778, 
0, 0.000204, 0.005555, 3.67146, 0.007686, 
0, 0.000185, 0.0055, 3.51489, 0.006444, 
0, 0.000186, 0.005278, 3.61935, 0.006, 
0, 0.000222, 0.005426, 3.78539, 0.006537, 
0, 0.000259, 0.005426, 3.98095, 0.008129, 
0, 0.000222, 0.005667, 3.92909, 0.006889, 
0, 0.000223, 0.005575, 3.48791, 0.005981, 
0, 0.000223, 0.005241, 3.77756, 0.006815, 
0, 0.000296, 0.005704, 2.45287, 0.007167, 
6.53667, 0.00026, 0.005204, 2.13804, 0.006556, 
0, 0.000204, 0.006259, 2.31587, 0.006667, 
0, 0.000334, 0.006315, 2.43378, 0.006222, 
0, 0.000222, 0.005741, 2.11932, 0.0065, 
0, 0.000278, 0.005519, 2.31998, 0.006556, 
0, 0.000223, 0.005574, 2.52511, 0.008834, 
0, 0.000444, 0.00613, 3.9595, 0.006667, 
0, 0.000241, 0.006185, 2.31761, 0.006648, 
0, 0.000203, 0.005963, 2.27502, 0.007463, 
0, 0.000259, 0.178796, 3.28513, 0.019777, 
6.06061, 0.000204, 0.005018, 2.26548, 0.006222, 
0, 0.000185, 0.005648, 2.23504, 0.006797, 
0, 0.000277, 0.005278, 2.30407, 0.006149, 
0, 0.000297, 0.00537, 2.29165, 0.006389, 
0, 0.000278, 0.00537, 2.40093, 0.006796, 
0, 0.000222, 0.029241, 2.62528, 0.008074, 
0, 0.000388, 0.006167, 3.9272, 0.016074, 
0, 0.000222, 0.005463, 2.40702, 0.006333, 
0, 0.000241, 0.005407, 2.26128, 0.006408, 
0, 0.000204, 0.005963, 2.37557, 0.007111, 
0, 0.000574, 0.021129, 2.96548, 0.008944, 
7.29281, 0.00024, 0.005297, 2.46859, 0.006167, 
0, 0.000204, 0.005408, 2.57194, 0.005833, 
0, 0.000204, 0.005148, 2.40296, 0.006426, 
0, 0.000204, 0.00524, 2.52578, 0.006426, 
0, 0.000241, 0.005593, 2.75233, 0.006815, 
0, 0.000278, 0.005815, 3.89378, 0.006777, 
0, 0.000185, 0.005055, 2.4488, 0.006444, 
0, 0.000223, 0.005814, 2.97313, 0.006518, 
0, 0.000204, 0.006518, 2.05502, 0.006871, 
7.06143, 0.000222, 0.004519, 1.66196, 0.006389, 
0, 0.000204, 0.005315, 1.69841, 0.006649, 
0, 0.00026, 0.005611, 1.60606, 0.005796, 
0, 0.000241, 0.005704, 1.69652, 0.006167, 
0, 0.000426, 0.005204, 1.67178, 0.006185, 
0, 0.000481, 0.005945, 1.7008, 0.006259, 
0, 0.000222, 0.006296, 1.75198, 0.033037, 
0, 0.000222, 0.005945, 1.72893, 0.006908, 
0, 0.000278, 0.005537, 1.73902, 0.006388, 
0, 0.000519, 0.010759, 2.08117, 0.0135, 
6.67656, 0.000222, 0.005815, 2.52341, 0.006315, 
0, 0.000222, 0.005426, 1.69324, 0.006092, 
0, 0.000278, 0.005333, 2.14822, 0.006408, 
0, 0.000186, 0.005481, 1.67859, 0.006222, 
0, 0.000185, 0.011722, 1.56513, 0.006241, 
0, 0.000223, 0.004907, 1.70056, 0.017722, 
0, 0.000204, 0.006648, 2.0397, 0.01013, 
0, 0.000241, 0.006593, 2.26611, 0.007574, 
0, 0.000204, 0.005704, 1.72891, 0.007074, 
0, 0.000222, 0.042796, 2.09959, 0.011, 
0, 0.000259, 0.005444, 1.94543, 0.009111, 
11.6026, 0.000204, 0.005518, 1.81604, 0.006241, 
0, 0.000204, 0.005722, 6.64574, 0.006278, 
0, 0.000204, 0.005444, 1.69937, 0.006703, 
0, 0.000222, 0.00563, 1.93463, 0.00687, 
0, 0.000278, 0.005704, 1.77826, 0.018426, 
0, 0.000241, 0.007259, 1.71939, 0.006685, 
0, 0.000241, 0.012481, 1.95554, 0.007, 
0, 0.000389, 0.005704, 3.28048, 0.007445, 
0, 0.000463, 0.005982, 2.3807, 0.007444, 
0, 0.000259, 0.005981, 1.96411, 0.007556, 
6.22385, 0.000204, 0.006167, 2.17689, 0.006426, 
0, 0.000185, 0.005537, 1.76902, 0.005796, 
0, 0.000223, 0.005592, 2.04717, 0.006666, 
0, 0.000241, 0.006, 2.37287, 0.006703, 
0, 0.000222, 0.005981, 2.03322, 0.010315, 
0, 0.00037, 0.006815, 3.49565, 0.006926, 
0, 0.000241, 0.006704, 2.07167, 0.008685, 
0, 0.000223, 0.00574, 2.51219, 0.018037, 
0, 0.000185, 0.041, 2.06146, 0.051074, 
0, 0.000241, 0.006148, 3.99106, 0.014796, 
6.28182, 0.000222, 0.005611, 5.57367, 0.006204, 
0, 0.000296, 0.0085, 7.85261, 0.007611, 
0, 0.000296, 0.008241, 8.53924, 0.007926, 
0, 0.000241, 0.007685, 6.24176, 0.007925, 
0, 0.000296, 0.031445, 14.4285, 0.018722, 
0, 0.000259, 0.007629, 9.0298, 0.008666, 
0, 0.000241, 0.006611, 5.92767, 0.007574, 
0, 0.000445, 0.007611, 6.5185, 0.007685, 
0, 0.000241, 0.008018, 6.22994, 0.007944, 
0, 0.000241, 0.0075, 7.00911, 0.009074, 
0, 0.000315, 0.008167, 7.86846, 0.041482, 
6.47143, 0.000296, 0.006148, 3.80628, 0.006463, 
0, 0.000241, 0.005204, 3.87537, 0.005945, 
0, 0.000204, 0.005333, 3.5842, 0.006408, 
0, 0.000185, 0.005389, 5.79519, 0.008704, 
0, 0.000222, 0.005814, 3.98782, 0.006815, 
0, 0.000222, 0.005426, 3.7963, 0.007222, 
0, 0.000203, 0.005797, 3.8288, 0.005945, 
0, 0.000223, 0.005241, 3.90513, 0.00663, 
6.21387, 0.000352, 0.005981, 2.81382, 0.006019, 
0, 0.000223, 0.005666, 2.35187, 0.006204, 
0, 0.000444, 0.005333, 2.12587, 0.006074, 
0, 0.000222, 0.00563, 2.12839, 0.006408, 
0, 0.000186, 0.005555, 2.13018, 0.006074, 
0, 0.00024, 0.005223, 2.25278, 0.008667, 
0, 0.000204, 0.005389, 2.37917, 0.006556, 
0, 0.000241, 0.006352, 2.35626, 0.00687, 
0, 0.000186, 0.005685, 2.4267, 0.006185, 
0, 0.000278, 0.006296, 1.86226, 0.006796, 
6.98339, 0.000204, 0.005148, 1.56959, 0.006204, 
0, 0.000167, 0.032314, 2.4822, 0.005889, 
0, 0.000203, 0.005296, 1.58069, 0.00574, 
0, 0.000241, 0.005277, 1.57793, 0.005852, 
0, 0.000222, 0.005241, 1.56733, 0.006185, 
0, 0.000204, 0.005556, 1.59024, 0.015851, 
0, 0.00026, 0.006259, 1.883, 0.006685, 
0, 0.00026, 0.0055, 1.61813, 0.006852, 
0, 0.000203, 0.005074, 1.63144, 0.007, 
0, 0.000722, 0.01074, 2.80663, 0.006111, 
4.90574, 0.000241, 0.006167, 1.91441, 0.005667, 
0, 0.000204, 0.005649, 1.61126, 0.006333, 
0, 0.000203, 0.010259, 1.65476, 0.006852, 
0, 0.000241, 0.005463, 1.72754, 0.006593, 
0, 0.000223, 0.005093, 1.64796, 0.00613, 
0, 0.000241, 0.005407, 2.31076, 0.016926, 
0, 0.00026, 0.006223, 1.88619, 0.006963, 
0, 0.000241, 0.005907, 3.78744, 0.006333, 
0, 0.000297, 0.006111, 1.74009, 0.007277, 
0, 0.000556, 0.007815, 5.83111, 0.007352, 
7.09861, 0.000426, 0.006074, 2.0778, 0.006, 
0, 0.000185, 0.005148, 1.66831, 0.006204, 
0, 0.000185, 0.005555, 1.5938, 0.006333, 
0, 0.000204, 0.005426, 1.62698, 0.006037, 
0, 0.000222, 0.005704, 1.61439, 0.006019, 
0, 0.000185, 0.005556, 1.69789, 0.01963, 
0, 0.000278, 0.005815, 1.77756, 0.005481, 
0, 0.000222, 0.005944, 1.63545, 0.007111, 
0, 0.000222, 0.005315, 1.70289, 0.007129, 
0, 0.0005, 0.006981, 2.70391, 0.006593, 
5.49548, 0.000204, 0.005166, 1.60676, 0.005741, 
0, 0.000204, 0.013667, 1.75202, 0.006352, 
0, 0.000296, 0.005629, 1.59117, 0.006, 
0, 0.000277, 0.005148, 1.56226, 0.006129, 
0, 0.000204, 0.005129, 1.56617, 0.007148, 
0, 0.000185, 0.005407, 1.60124, 0.018945, 
0, 0.000315, 0.006019, 1.86035, 0.005593, 
0, 0.000222, 0.005574, 1.60889, 0.007075, 
0, 0.000259, 0.005593, 1.66411, 0.006759, 
0, 0.000315, 0.006648, 1.99761, 0.007648, 
5.30252, 0.000259, 0.004834, 1.61035, 0.006426, 
0, 9.2e-05, 0.005815, 1.5553, 0.006388, 
0, 0.000185, 0.005334, 1.57291, 0.006129, 
0, 0.000204, 0.004815, 1.58489, 0.006777, 
0, 0.000185, 0.005185, 1.58859, 0.007074, 
0, 0.000241, 0.0055, 1.65933, 0.018667, 
0, 0.000444, 0.005297, 1.61896, 0.009204, 
0, 0.000241, 0.005444, 1.6038, 0.00626, 
0, 0.000185, 0.005278, 1.61702, 0.006704, 
0, 0.000185, 0.005111, 3.70683, 0.006167, 
7.91804, 0.000222, 0.004963, 2.19632, 0.006167, 
0, 0.000296, 0.005629, 2.15844, 0.006074, 
0, 0.000203, 0.005333, 2.15394, 0.006074, 
0, 0.000222, 0.005482, 2.14585, 0.006204, 
0, 0.000222, 0.005185, 2.443, 0.005926, 
0, 0.000222, 0.005482, 2.23995, 0.008815, 
0, 0.000575, 0.012351, 2.2523, 0.006944, 
0, 0.000185, 0.005259, 2.24328, 0.006981, 
0, 0.000241, 0.006296, 2.17856, 0.007278, 
6.48146, 0.000297, 0.007148, 5.53735, 0.006778, 
0, 0.000204, 0.005185, 3.41052, 0.00587, 
0, 0.000203, 0.005537, 3.83859, 0.006408, 
0, 0.000277, 0.006092, 3.42665, 0.006037, 
0, 0.000203, 0.005185, 3.88496, 0.007315, 
0, 0.000259, 0.005389, 3.44511, 0.0065, 
0, 0.000297, 0.005296, 4.30133, 0.007407, 
0, 0.00037, 0.00576, 4.76306, 0.006759, 
0, 0.000278, 0.00563, 3.581, 0.006093, 
0, 0.000241, 0.00563, 3.96846, 0.0065, 
0, 0.000204, 0.005722, 3.90283, 0.007389, 
0, 0.000704, 0.008018, 3.3753, 0.007944, 
7.00302, 0.00024, 0.005278, 2.49413, 0.006111, 
0, 0.000204, 0.006018, 2.36385, 0.006463, 
0, 0.000203, 0.005148, 2.35454, 0.006315, 
0, 0.000222, 0.005667, 2.53357, 0.005981, 
0, 0.00024, 0.005315, 2.40987, 0.007945, 
0, 0.000185, 0.006314, 3.35328, 0.007315, 
0, 0.000241, 0.026722, 2.70985, 0.006537, 
0, 0.000259, 0.006074, 2.65833, 0.006686, 
0, 0.000241, 0.004944, 2.69143, 0.008241, 
0, 0.000185, 0.005315, 2.98707, 0.006537, 
7.83741, 0.000259, 0.005463, 1.6263, 0.006648, 
0, 0.000203, 0.005722, 1.5932, 0.006593, 
0, 0.000185, 0.005574, 1.76569, 0.006167, 
0, 0.000222, 0.005555, 1.62826, 0.006, 
0, 0.000185, 0.005537, 1.5982, 0.009389, 
0, 0.000222, 0.005648, 1.60746, 0.006574, 
0, 0.000148, 0.006074, 1.63089, 0.006389, 
0, 0.000222, 0.005352, 1.6197, 0.007222, 
0, 0.000259, 0.023334, 2.36431, 0.006797, 
6.63161, 0.000334, 0.006426, 5.60898, 0.006018, 
0, 0.000222, 0.00626, 3.45546, 0.007167, 
0, 0.000186, 0.004982, 2.43702, 0.00637, 
0, 0.000259, 0.00537, 2.40956, 0.006203, 
0, 0.000315, 0.005944, 2.37974, 0.006074, 
0, 0.000185, 0.005351, 2.93248, 0.007519, 
0, 0.000222, 0.005519, 2.45119, 0.00663, 
0, 0.000222, 0.005463, 2.41448, 0.007204, 
0, 0.000223, 0.004889, 2.42217, 0.005796, 
5.49069, 0.000204, 0.018833, 2.60015, 0.006333, 
0, 0.000223, 0.005741, 2.62163, 0.006833, 
0, 0.000278, 0.005518, 2.70735, 0.006444, 
0, 0.000222, 0.004889, 2.37254, 0.006556, 
0, 0.000204, 0.004777, 2.59856, 0.00626, 
0, 0.000222, 0.00526, 2.38228, 0.006296, 
0, 0.000167, 0.004926, 2.38009, 0.006833, 
0, 0.000259, 0.005352, 2.47026, 0.006834, 
0, 0.000278, 0.005389, 2.42878, 0.006352, 
0, 0.000185, 0.005315, 2.62481, 0.00687, 
0, 0.000223, 0.005445, 2.55785, 0.006518, 
4.9902, 0.000203, 0.004981, 2.80219, 0.006223, 
0, 0.000203, 0.005296, 2.35546, 0.006297, 
0, 0.000204, 0.005667, 2.37189, 0.006241, 
0, 0.000222, 0.005463, 2.58704, 0.006482, 
0, 0.000259, 0.0055, 2.4242, 0.006315, 
0, 0.000204, 0.005408, 2.9358, 0.006815, 
0, 0.000222, 0.005981, 2.52589, 0.006092, 
0, 0.000593, 0.005629, 2.66857, 0.006981, 
0, 0.000203, 0.005037, 5.5978, 0.006111, 
0, 0.000203, 0.005296, 4.73411, 0.015055, 
6.26809, 0.000222, 0.00513, 2.16356, 0.006407, 
0, 0.000259, 0.005, 3.01046, 0.00587, 
0, 0.000222, 0.005778, 2.1745, 0.006278, 
0, 0.000203, 0.005944, 2.40893, 0.005815, 
0, 0.000296, 0.005796, 2.14852, 0.006278, 
0, 0.000185, 0.005277, 2.40059, 0.020296, 
0, 0.000259, 0.008148, 2.4483, 0.005981, 
0, 0.000278, 0.028537, 2.09854, 0.006907, 
0, 0.0005, 0.005352, 2.18363, 0.006259, 
0, 0.000277, 0.005241, 2.3855, 0.006445, 
4.86139, 0.000444, 0.00737, 2.61654, 0.006315, 
0, 0.000203, 0.005278, 2.42169, 0.006204, 
0, 0.000203, 0.005074, 2.38954, 0.006204, 
0, 0.00024, 0.027759, 2.37869, 0.007204, 
0, 0.000223, 0.0055, 2.39961, 0.00637, 
0, 0.000185, 0.005796, 2.55272, 0.019908, 
0, 0.000204, 0.005333, 2.48046, 0.007056, 
0, 0.000259, 0.005723, 2.50609, 0.00724, 
0, 0.000352, 0.005574, 2.60804, 0.006333, 
0, 0.00024, 0.005556, 2.57339, 0.006797, 
5.46626, 0.000222, 0.005389, 2.38411, 0.007389, 
0, 0.000222, 0.005723, 2.16344, 0.006241, 
0, 0.000204, 0.005222, 2.10922, 0.006722, 
0, 0.000185, 0.005278, 2.11774, 0.006277, 
0, 0.000278, 0.005074, 2.08167, 0.006704, 
0, 0.000223, 0.005482, 3.44898, 0.010611, 
0, 0.000222, 0.005667, 2.21798, 0.006851, 
0, 0.000222, 0.005723, 3.00593, 0.007092, 
0, 0.000241, 0.00663, 2.26352, 0.006333, 
0, 0.000518, 0.011611, 3.64633, 0.00924, 
5.73998, 0.000223, 0.004926, 3.73543, 0.006519, 
0, 0.000185, 0.005852, 6.35439, 0.006278, 
0, 0.000203, 0.005315, 3.57383, 0.007074, 
0, 0.000203, 0.005556, 4.91365, 0.006519, 
0, 0.000259, 0.005148, 4.137, 0.007222, 
0, 0.000241, 0.005778, 4.3232, 0.011037, 
0, 0.000241, 0.005629, 3.86643, 0.006407, 
0, 0.000259, 0.0055, 4.00324, 0.008111, 
0, 0.000204, 0.00563, 4.154, 0.00737, 
0, 0.000222, 0.011556, 3.36859, 0.007204, 
4.66083, 0.000241, 0.005426, 2.72759, 0.006352, 
0, 0.000204, 0.00513, 2.61152, 0.006333, 
0, 0.000351, 0.005833, 2.88791, 0.00637, 
0, 0.000204, 0.005371, 2.48709, 0.005889, 
0, 0.000204, 0.010537, 2.62085, 0.005759, 
0, 0.000222, 0.027722, 2.63228, 0.010166, 
0, 0.000444, 0.006037, 2.65024, 0.008111, 
0, 0.000222, 0.027204, 3.40446, 0.006519, 
0, 0.000241, 0.005889, 2.65583, 0.006351, 
0, 0.000352, 0.009815, 2.93889, 0.012537, 
4.80482, 0.000222, 0.005519, 1.71211, 0.006037, 
0, 0.000204, 0.005519, 1.58972, 0.006278, 
0, 0.000185, 0.005592, 1.58411, 0.007056, 
0, 0.000204, 0.005537, 1.62846, 0.006352, 
0, 0.000204, 0.005297, 1.56663, 0.006426, 
0, 0.000222, 0.005408, 1.67139, 0.00687, 
0, 0.000259, 0.007426, 1.87513, 0.005944, 
0, 0.000463, 0.026222, 1.76846, 0.006, 
0, 0.000241, 0.005629, 1.68983, 0.0065, 
0, 0.000445, 0.0105, 3.15376, 0.007426, 
5.08574, 0.000203, 0.005241, 1.69026, 0.006481, 
0, 0.000204, 0.005296, 1.76976, 0.00576, 
0, 0.000223, 0.006445, 1.8135, 0.008574, 
0, 0.000204, 0.006389, 1.66609, 0.007111, 
0, 0.000203, 0.005537, 1.68374, 0.00663, 
0, 0.000204, 0.005519, 2.00965, 0.007685, 
0, 0.000297, 0.007074, 1.66241, 0.006296, 
0, 0.000185, 0.005648, 1.6782, 0.007259, 
0, 0.000241, 0.005537, 1.67098, 0.007481, 
0, 0.000592, 0.014074, 6.68363, 0.007129, 
6.87926, 0.000277, 0.004945, 2.71317, 0.0065, 
0, 0.000204, 0.005574, 2.90995, 0.007148, 
0, 0.000222, 0.005852, 2.52948, 0.006407, 
0, 0.000241, 0.005426, 2.85233, 0.005963, 
0, 0.000204, 0.005963, 3.32752, 0.006111, 
0, 0.000222, 0.005277, 3.12639, 0.010278, 
0, 0.000259, 0.005389, 2.6993, 0.005704, 
0, 0.000204, 0.005407, 2.62707, 0.006463, 
